sitename,score,regionID,city,state,Latitude,Longitude,Federal_Facility_Indicator,Partial_Deletion,Listing_year,Listing_month,Listing_day,Proposed_year,Proposed_month,Proposed_day,Construction_year,Construction_month,Construction_day
Potter's Septic Tank Service Pits,29.14,4,Maco,North Carolina,34.2846,-78.1578,no,no,1988,6,24,1989,3,31,2000,9,27
Carrier Air Conditioning Co.,48.91,4,Collierville,Tennessee,35.043331,-89.690411,no,no,1988,6,24,1990,2,21,1995,10,31
Camp Lejeune Military Reservation,33.13,4,Onslow County,North Carolina,34.717781,-77.342919,yes,no,1988,6,24,1989,10,4,0,0,0
"Koppers Co., Inc. (Newport Plant)",33.56,3,Newport,Delaware,39.704719,-75.624169,no,no,1989,10,26,1990,8,30,0,0,0
Southeast Rockford Ground Water Contamination,42.24,5,Rockford,Illinois,42.230689,-89.071111,no,no,1988,6,24,1989,3,31,0,0,0
"Parsons Chemical Works, Inc.",31.32,5,Grand Ledge,Michigan,42.7547,-84.7677,no,no,1988,6,24,1989,3,31,1999,3,29
"Bofors Nobel, Inc.",53.42,5,Muskegon,Michigan,43.209364,-86.11746,no,no,1988,6,24,1989,3,31,0,0,0
Amoco Chemicals (Joliet Landfill),39.44,5,Joliet,Illinois,41.441669,-88.172781,no,no,1988,6,24,1990,2,21,0,0,0
T.H. Agriculture & Nutrition Co. (Albany Plant),40.93,4,Albany,Georgia,31.617361,-84.181661,no,no,1988,6,24,1989,3,31,0,0,0
"Kauffman & Minteer, Inc.",28.51,2,Jobstown,New Jersey,40.0363,-74.694,no,no,1988,6,24,1989,3,31,0,0,0
Conrail Rail Yard (Elkhart),42.24,5,Elkhart,Indiana,41.6634,-86.0115,no,no,1988,6,24,1990,8,30,2004,7,12
Kaydon Corp.,34.21,5,Muskegon,Michigan,43.2007,-86.2908,no,no,1988,6,24,1990,2,21,2006,6,30
Adam's Plating,29.64,5,Lansing,Michigan,42.739439,-84.587781,no,no,1988,6,24,1989,3,31,1994,9,30
"Allied Paper, Inc./Portage Creek/Kalamazoo River",36.41,5,Kalamazoo,Michigan,42.303333,-85.576083,no,no,1989,5,5,1990,8,30,0,0,0
Hi-Mill Manufacturing Co.,49.54,5,Highland,Michigan,42.649831,-83.593089,no,no,1988,6,24,1990,2,21,1995,3,30
"Interstate Pollution Control, Inc.",46.01,5,Rockford,Illinois,42.241,-89.098,no,no,1988,6,24,1989,3,31,2006,9,6
Chemical Sales Co.,37.93,8,Denver,Colorado,39.780831,-104.9136,no,no,1988,6,24,1990,8,30,2000,3,27
Rock Hill Chemical Co.,40.29,4,Rock Hill,South Carolina,34.9661,-80.9985,no,no,1988,6,24,1990,2,21,1996,12,31
Helena Chemical Co. Landfill,33.89,4,Fairfax,South Carolina,32.9412,-81.239,no,no,1988,6,24,1990,2,21,1999,9,13
Linemaster Switch Corp.,33.71,1,Woodstock,Connecticut,41.940561,-71.966939,no,no,1988,6,24,1990,2,21,2005,3,29
Otis Air National Guard Base/Camp Edwards,45.92,1,Falmouth,Massachusetts,41.651666,-70.521388,yes,yes,1989,7,14,1989,11,21,2009,12,15
Atlas Tack Corp.,42.6,1,Fairhaven,Massachusetts,41.635561,-70.89445,no,no,1988,6,24,1990,2,21,2007,9,28
Brantley Landfill,52.73,4,Island,Kentucky,37.44625,-87.156111,no,no,1988,6,24,1990,2,21,1998,8,27
"Para-Chem Southern, Inc.",32.94,4,Simpsonville,South Carolina,34.7134,-82.233,no,yes,1989,10,26,1990,8,30,2000,9,1
Fort Hartford Coal Co. Stone Quarry,43.84,4,Olaton,Kentucky,37.538889,-86.702769,no,no,1988,6,24,1990,8,30,1999,9,15
Madison County Sanitary Landfill,37.93,4,Madison,Florida,30.501111,-83.39375,no,no,1988,6,24,1990,8,30,1997,2,4
Barstow Marine Corps Logistics Base,37.93,9,Barstow,California,34.878331,-116.9389,yes,no,1989,7,14,1989,11,21,0,0,0
American Crossarm & Conduit Co.,30.44,10,Chehalis,Washington,46.656939,-122.9689,no,no,1988,6,24,1989,10,4,1996,9,26
United Heckathorn Co.,38.49,9,Richmond,California,37.9226,-122.3654,no,no,1989,10,26,1990,3,14,0,0,0
"Brown & Bryant, Inc. (Arvin Plant)",53.36,9,Arvin,California,35.203061,-118.822,no,no,1988,6,24,1989,10,4,0,0,0
Air Force Plant PJKS,42.93,8,Waterton,Colorado,39.514219,-105.1337,yes,no,1989,7,14,1989,11,21,2014,2,24
Newmark Ground Water Contamination,35.57,9,San Bernardino,California,34.171811,-117.3131,no,no,1988,6,24,1989,3,31,0,0,0
Hewlett-Packard (620-640 Page Mill Road),29.76,9,Palo Alto,California,37.4214,-122.1434,no,no,1988,6,24,1990,2,21,1997,9,16
Fort Ord,42.24,9,Marina,California,36.625,-121.75,yes,no,1989,7,14,1990,2,21,0,0,0
"CTS Printex, Inc.",33.62,9,Mountain View,California,37.4165,-122.0872,no,no,1988,6,24,1990,2,21,1992,3,31
Camp Pendleton Marine Corps Base,33.79,9,San Diego County,California,33.306669,-117.3408,yes,no,1989,7,14,1989,11,21,0,0,0
Intersil Inc./Siemens Components,28.9,9,Cupertino,California,37.3361,-122.0015,no,no,1988,6,24,1990,8,30,1992,9,8
Agrico Chemical Co.,44.98,4,Pensacola,Florida,30.4512,-87.2256,no,no,1988,6,24,1989,10,4,1999,9,23
Centralia Municipal Landfill,36.36,10,Centralia,Washington,46.696669,-122.9633,no,no,1988,6,24,1990,8,30,1999,9,28
Missouri Electric Works,31.2,7,Cape Girardeau,Missouri,37.28625,-89.555056,no,no,1988,6,24,1990,2,21,2019,8,22
Sulphur Bank Mercury Mine,44.42,9,Clear Lake,California,39.00555,-122.6703,no,no,1988,6,24,1990,8,30,0,0,0
North Market Street,32.61,10,Spokane,Washington,47.7297,-117.3626,no,no,1988,6,24,1990,8,30,2002,12,30
Yuma Marine Corps Air Station,32.24,9,Yuma,Arizona,32.654581,-114.5888,yes,no,1988,6,24,1990,2,21,2000,9,20
March Air Force Base,31.94,9,Riverside,California,33.906389,-117.2557,yes,no,1989,7,14,1989,11,21,0,0,0
"Spectra-Physics, Inc.",37.2,9,Mountain View,California,37.40805,-122.0786,no,no,1988,6,24,1991,2,11,1992,9,16
Crazy Horse Sanitary Landfill,37.93,9,Salinas,California,36.8026,-121.6186,no,no,1988,6,24,1990,8,30,0,0,0
El Toro Marine Corps Air Station,37.43,9,El Toro,California,33.676669,-117.7176,yes,yes,1988,6,24,1990,2,21,0,0,0
George Air Force Base,33.62,9,Victorville,California,34.595,-117.3833,yes,no,1989,7,14,1990,2,21,0,0,0
"Advanced Micro Devices, Inc. (Building 915)",31.94,9,Sunnyvale,California,37.3868,-122.0066,no,no,1988,6,24,1990,8,30,1992,3,25
"Synertek, Inc. (Building 1)",31.94,9,Santa Clara,California,37.3773,-121.9719,no,no,1988,6,24,1989,10,4,1992,3,25
Marzone Inc./Chevron Chemical Co.,30.26,4,Tifton,Georgia,31.4289,-83.5017,no,no,1988,6,24,1989,10,4,0,0,0
Fairfield Coal Gasification Plant,38.05,7,Fairfield,Iowa,41.0062,-91.9724,no,no,1988,6,24,1990,8,30,1995,8,24
Peoples Natural Gas Co.,46.24,7,Dubuque,Iowa,42.505281,-90.658889,no,no,1988,6,24,1990,8,30,2000,9,28
Modesto Ground Water Contamination,28.9,9,Modesto,California,37.6591,-120.9964,no,no,1988,6,24,1989,3,31,0,0,0
Firestone Tire & Rubber Co. (Albany Plant),30.08,4,Albany,Georgia,31.565831,-84.053889,no,no,1988,6,24,1989,10,4,1998,9,28
Lexington County Landfill Area,37.93,4,Cayce,South Carolina,33.919581,-81.074169,no,no,1988,6,24,1989,10,4,2001,9,19
"Koppers Co., Inc. (Morrisville Plant)",41.89,4,Morrisville,North Carolina,35.8463,-78.8406,no,yes,1988,6,24,1989,3,31,1997,9,11
ABC One Hour Cleaners,29.11,4,Jacksonville,North Carolina,34.7414,-77.3666,no,no,1988,6,24,1989,3,31,2002,8,8
Geigy Chemical Corp. (Aberdeen Plant),33.02,4,Aberdeen,North Carolina,35.126111,-79.406669,no,no,1988,6,24,1989,10,4,1998,7,20
Elmore Waste Disposal,31.45,4,Greer,South Carolina,34.935905,-82.216599,no,no,1988,6,24,1989,3,31,1998,9,24
Townsend Saw Chain Co.,35.94,4,Pontiac,South Carolina,34.10625,-80.834169,no,yes,1988,6,24,1990,2,21,1999,9,23
Beaunit Corp. (Circular Knit & Dye),32.44,4,Fountain Inn,South Carolina,34.698061,-82.216111,no,no,1988,6,24,1990,2,21,1998,9,25
Pester Refinery Co.,30.16,7,El Dorado,Kansas,37.8438,-96.8574,no,no,1988,6,24,1989,3,31,1999,9,8
Continental Steel Corp.,31.85,5,Kokomo,Indiana,40.474169,-86.156299,no,no,1988,6,24,1989,3,31,2013,8,1
Central Illinois Public Service Co.,28.95,5,Taylorville,Illinois,39.5404,-89.2975,no,no,1988,6,24,1990,8,30,1995,9,6
Woodstock Municipal Landfill,50.1,5,Woodstock,Illinois,42.2923,-88.4402,no,no,1988,6,24,1989,10,4,2000,9,19
Bendix Corp./Allied Automotive,37.27,5,St. Joseph,Michigan,42.04945,-86.51195,no,no,1988,6,24,1990,2,21,2001,12,3
Picatinny Arsenal (USARMY),42.92,2,Rockaway Township,New Jersey,40.916669,-74.583339,yes,no,1989,7,14,1990,2,21,0,0,0
South Jersey Clothing Co.,42.24,2,Minotola,New Jersey,39.5206,-74.9491,no,no,1988,6,24,1989,10,4,1999,3,18
Higgins Disposal,30.87,2,Franklin Township,New Jersey,40.3875,-74.615281,no,no,1988,6,24,1990,8,30,2006,6,27
Higgins Farm,30.47,2,Franklin Township,New Jersey,40.406389,-74.602781,no,no,1988,6,24,1989,3,31,1998,9,25
Global Sanitary Landfill,45.92,2,Old Bridge Township,New Jersey,40.446389,-74.286111,no,no,1988,6,24,1989,3,31,2014,1,16
Circuitron Corp.,54.27,2,East Farmingdale,New York,40.7495,-73.4195,no,no,1988,6,24,1989,3,31,2000,9,22
Sidney Landfill,29.36,2,Sidney,New York,42.2577,-75.243,no,no,1988,6,24,1989,3,31,2004,9,24
"Jones Chemicals, Inc.",33.62,2,Caledonia,New York,42.976531,-77.845561,no,no,1988,6,24,1990,2,21,2006,9,26
Rosen Brothers Scrap Yard/Dump,51.35,2,Cortland,New York,42.591669,-76.175281,no,no,1988,6,24,1989,3,31,2003,9,11
Niagara Mohawk Power Corp. (Saratoga Spings Plant),35.48,2,Saratoga Springs,New York,43.09,-73.776111,no,no,1988,6,24,1990,2,21,0,0,0
Galen Myers Dump/Drum Salvage,42.24,5,Osceola,Indiana,41.695839,-86.0875,no,no,1988,6,24,1989,3,31,1998,9,30
"State Disposal Landfill, Inc.",42.24,5,Grand Rapids,Michigan,43.013397,-85.590506,no,no,1988,6,24,1990,2,21,0,0,0
Tri-City Disposal Co.,33.82,4,Shepherdsville,Kentucky,38.047781,-85.768331,no,no,1988,6,24,1989,3,31,1996,3,29
"FCX, Inc. (Statesville Plant)",37.93,4,Statesville,North Carolina,35.7865,-80.9163,no,no,1988,6,24,1990,2,21,2001,9,29
"FCX, Inc. (Washington Plant)",40.39,4,Washington,North Carolina,35.559581,-77.07445,no,no,1988,6,24,1989,3,31,2005,9,22
MIG/Dewane Landfill,49.91,5,Belvidere,Illinois,42.255917,-88.806944,no,no,1989,10,26,1990,8,30,2017,7,27
Muskegon Chemical Co.,34.19,5,Whitehall,Michigan,43.3891,-86.334,no,no,1988,6,24,1990,2,21,1997,6,26
Peerless Plating Co.,43.94,5,Muskegon,Michigan,43.2056,-86.2237,no,no,1988,6,24,1990,8,30,2001,4,5
Madison Metropolitan Sewerage District Lagoons,32.65,5,Blooming Grove,Wisconsin,43.034311,-89.346281,no,no,1988,6,24,1990,2,21,2001,9,19
JFD Electronics/Channel Master,39.03,4,Oxford,North Carolina,36.299719,-78.606389,no,no,1988,6,24,1989,10,4,2000,9,29
T.H. Agriculture & Nutrition Co. (Montgomery Plant),44.46,4,Montgomery,Alabama,32.3761,-86.3791,no,no,1988,6,24,1990,8,30,2002,9,27
Burgess Brothers Landfill,52.58,1,Woodford,Vermont,42.878061,-73.150139,no,no,1988,6,24,1989,3,31,2000,3,31
Reilly Tar & Chemical Corp. (Dover Plant),31.38,5,Dover,Ohio,40.5175,-81.479,no,no,1988,6,24,1990,8,30,2000,9,29
Albion-Sheridan Township Landfill,33.79,5,Albion,Michigan,42.24955,-84.7195,no,no,1988,6,24,1989,10,4,1999,9,28
"Lenz Oil Service, Inc.",42.33,5,Lemont,Illinois,41.7068,-87.9422,no,no,1988,6,24,1989,10,4,2009,9,28
Adams County Quincy Landfills 2&3,34.21,5,Quincy,Illinois,39.929444,-91.268472,no,no,1988,6,24,1990,8,30,1999,3,31
Beloit Corp.,52.08,5,Rockton,Illinois,42.468611,-89.06555,no,yes,1988,6,24,1990,8,30,2008,9,29
Jasco Chemical Corp.,35.36,9,Mountain View,California,37.3988,-122.0882,no,no,1988,6,24,1989,10,4,2002,9,20
Barkhamsted-New Hartford Landfill,38.05,1,Barkhamsted,Connecticut,41.980556,-73.047222,no,no,1988,6,24,1989,10,4,2001,9,28
Pacific Coast Pipe Lines,46.01,9,Fillmore,California,34.404169,-118.9028,no,yes,1988,6,24,1989,10,4,1996,9,27
Gallup's Quarry,46.29,1,Plainfield,Connecticut,41.665281,-71.924161,no,no,1988,6,24,1989,10,4,1997,9,30
Pasco Sanitary Landfill,44.46,10,Pasco,Washington,46.255281,-119.0478,no,no,1988,6,24,1990,2,21,0,0,0
Pease Air Force Base,39.42,1,"Newington, Portsmouth",New Hampshire,43.080169,-70.82125,yes,no,1989,7,14,1990,2,21,2000,9,26
Rose Hill Regional Landfill,38.11,1,South Kingstown,Rhode Island,41.470831,-71.491669,no,no,1988,6,24,1989,10,4,2008,9,26
BFI Sanitary Landfill (Rockingham),41.92,1,Rockingham,Vermont,43.226389,-72.439719,no,no,1988,6,24,1989,10,4,1996,9,26
Bennington Municipal Sanitary Landfill,49.07,1,Bennington,Vermont,42.922219,-73.197781,no,no,1988,6,24,1989,3,31,1999,6,30
Precision Plating Corp.,49.1,1,Vernon,Connecticut,41.84975,-72.447911,no,no,1988,6,24,1989,10,4,0,0,0
Hanford 300-Area (USDOE),65.23,10,Benton County,Washington,46.3703,-119.2752,yes,no,1988,6,24,1989,10,4,0,0,0
Hanford 100-Area (USDOE),46.38,10,Benton County,Washington,46.7011,-119.4829,yes,yes,1988,6,24,1989,10,4,0,0,0
Tonolli Corp.,46.58,3,Nesquehoning,Pennsylvania,40.850561,-75.881111,no,no,1988,6,24,1989,10,4,1999,12,13
Hanford 200-Area (USDOE),69.05,10,Benton County,Washington,46.563331,-119.6049,yes,no,1988,6,24,1989,10,4,0,0,0
Butz Landfill,32.0,3,Stroudsburg,Pennsylvania,41.0335,-75.3438,no,no,1988,6,24,1989,3,31,2001,6,20
"Jacks Creek/Sitkin Smelting & Refining, Inc.",40.37,3,Maitland,Pennsylvania,40.641531,-77.475281,no,no,1988,6,24,1989,10,4,2004,12,23
"Chemtronics, Inc.",30.16,4,Swannanoa,North Carolina,35.625,-82.434719,no,no,1982,12,30,1983,9,8,1993,3,25
General Electric Co. (Spokane Shop),57.8,10,Spokane,Washington,47.6729,-117.3441,no,no,1988,6,24,1989,10,4,1999,3,18
Elizabethtown Landfill,28.98,3,Elizabethtown,Pennsylvania,40.132781,-76.608189,no,no,1988,6,24,1989,3,31,0,0,0
A.I.W. Frank/Mid-County Mustang,42.4,3,Exton,Pennsylvania,40.031811,-75.6032,no,no,1988,6,24,1989,10,4,2000,11,8
Garden State Cleaners Co.,28.9,2,Minotola,New Jersey,39.519031,-74.94945,no,no,1988,6,24,1989,3,31,1999,3,18
Idaho National Engineering Laboratory (USDOE),51.91,10,Idaho Falls,Idaho,43.529389,-112.9435,yes,no,1989,7,14,1989,11,21,0,0,0
Fort Wainwright,42.4,10,Fairbanks North Star Borough,Alaska,64.823,-147.6106,yes,no,1989,7,14,1990,8,30,2002,9,27
Elmendorf Air Force Base,45.91,10,Greater Anchorage Borough,Alaska,61.254169,-149.7917,yes,no,1989,7,14,1990,8,30,0,0,0
Mountain Home Air Force Base,57.8,10,Mountain Home,Idaho,43.04805,-115.8647,yes,no,1989,7,14,1990,8,30,1998,9,30
Eielson Air Force Base,48.14,10,Fairbanks North Star Borough,Alaska,64.67145,-147.0492,yes,no,1989,7,14,1989,11,21,1998,9,30
Weldon Spring Quarry/Plant/Pits (USDOE/Army),58.6,7,St. Charles County,Missouri,38.696944,-90.724999,yes,no,1984,10,15,1987,7,22,2005,8,22
Oak Ridge Reservation (USDOE),51.13,4,Oak Ridge,Tennessee,35.924719,-84.390139,yes,no,1989,7,14,1989,11,21,0,0,0
Jacksonville Naval Air Station,32.08,4,Jacksonville,Florida,30.22111,-81.682777,yes,no,1989,7,14,1989,11,21,0,0,0
Fort Lewis Logistics Center,35.48,10,Tillicum,Washington,47.1142,-122.5365,yes,no,1989,7,14,1989,11,21,2015,9,23
Savannah River Site (USDOE),47.7,4,Aiken,South Carolina,33.348889,-81.737781,yes,no,1989,7,14,1989,11,21,0,0,0
Bangor Naval Submarine Base,55.91,10,Silverdale,Washington,47.699,-122.7131,yes,no,1989,7,14,1990,8,30,2001,9,25
St. Louis Airport/Hazelwood Interim Storage/Futura Coatings Co.,38.31,7,St. Louis County,Missouri,38.759719,-90.360419,no,no,1989,5,5,1989,10,4,0,0,0
Cecil Field Naval Air Station,31.99,4,Jacksonville,Florida,30.23861,-81.902777,yes,yes,1989,7,14,1989,11,21,2009,8,26
Plattsburgh Air Force Base,30.34,2,Plattsburgh,New York,44.6575,-73.464719,yes,no,1989,7,14,1989,11,21,0,0,0
Hunters Point Naval Shipyard,48.77,9,San Francisco,California,37.72229,-122.36732,yes,yes,1989,7,14,1989,11,21,0,0,0
F.E. Warren Air Force Base,39.23,8,Cheyenne,Wyoming,41.156669,-104.8622,yes,no,1989,7,14,1990,2,21,0,0,0
Seneca Army Depot,35.52,2,Romulus,New York,42.75,-76.85445,yes,yes,1989,7,14,1990,8,30,0,0,0
Federal Aviation Administration Technical Center,39.65,2,Atlantic County,New Jersey,39.458331,-74.583339,yes,no,1989,7,14,1990,8,30,0,0,0
Feed Materials Production Center (USDOE),57.56,5,Fernald,Ohio,39.29945,-84.688331,yes,no,1989,7,14,1989,11,21,2006,12,20
Marine Corps Logistics Base,44.65,4,Albany,Georgia,31.557219,-84.055,yes,no,1989,7,14,1989,11,21,2011,9,28
Mound Plant (USDOE),34.61,5,Miamisburg,Ohio,39.6264,-84.2862,yes,no,1989,7,14,1989,11,21,2009,9,28
Tobyhanna Army Depot,37.93,3,Tobyhanna,Pennsylvania,41.19305,-75.419439,yes,yes,1989,7,14,1990,8,30,2000,9,28
Brookhaven National Laboratory (USDOE),39.92,2,Upton,New York,40.86,-72.869583,yes,no,1989,7,14,1989,11,21,0,0,0
Pensacola Naval Air Station,42.4,4,Pensacola,Florida,30.357222,-87.283054,yes,no,1989,7,14,1989,11,21,0,0,0
Monticello Mill Tailings (USDOE),35.86,8,Monticello,Utah,37.863331,-109.3483,yes,yes,1989,7,14,1989,11,21,2004,9,29
Fort Riley,33.79,7,Junction City,Kansas,39.166669,-96.75,yes,no,1989,7,14,1990,8,30,0,0,0
Davisville Naval Construction Battalion Center,34.52,1,North Kingstown,Rhode Island,41.6095,-71.47422,yes,no,1989,7,14,1989,11,21,0,0,0
Fort Devens,42.24,1,Fort Devens,Massachusetts,42.536111,-71.596111,yes,no,1989,7,14,1989,11,21,0,0,0
Nebraska Ordnance Plant (Former),31.94,7,Mead,Nebraska,41.176669,-96.453331,no,no,1989,10,26,1990,8,30,0,0,0
Williams Air Force Base,37.93,9,Chandler,Arizona,33.30695,-111.6519,yes,no,1989,7,14,1989,11,21,0,0,0
Homestead Air Force Base,42.4,4,Homestead,Florida,25.489444,-80.396944,yes,no,1989,7,14,1990,8,30,2006,9,29
Iowa Army Ammunition Plant,29.73,7,Middletown,Iowa,40.808331,-91.246669,yes,no,1989,7,14,1990,8,30,0,0,0
Lawrence Livermore National Laboratory (Site 300) (USDOE),31.58,9,Livermore,California,37.644306,-121.576667,yes,no,1989,7,14,1990,8,30,0,0,0
New London Submarine Base,36.53,1,New London,Connecticut,41.400139,-72.087081,yes,no,1989,10,26,1990,8,30,0,0,0
Tracy Defense Depot (USARMY),37.16,9,Tracy,California,37.715281,-121.3911,yes,no,1989,7,14,1990,8,30,2012,9,26
Travis Air Force Base,29.49,9,Solano County,California,38.26445,-121.9332,yes,no,1989,7,14,1989,11,21,0,0,0
Newport Naval Education/Training Center,32.25,1,Newport,Rhode Island,41.56445,-71.293469,yes,no,1989,7,14,1989,11,21,0,0,0
Ellsworth Air Force Base,33.62,8,Rapid City,South Dakota,44.148061,-103.0958,yes,no,1989,10,26,1990,8,30,1999,9,10
Edwards Air Force Base,33.62,9,Kern County,California,34.949439,-117.8857,yes,no,1989,7,14,1990,8,30,0,0,0
Carson River Mercury Site,39.07,9,"Churchill County, Lyon County",Nevada,39.23195,-119.5892,no,no,1989,10,26,1990,8,30,0,0,0
10th Street Site,28.9,7,Columbus,Nebraska,41.426561,-97.362219,no,no,1989,10,26,1990,8,30,2007,6,22
Utah Power & Light/American Barrel Co.,37.93,8,Salt Lake City,Utah,40.7704,-111.9055,no,no,1989,5,5,1989,10,4,1996,9,30
Monsanto Chemical Co. (Soda Springs Plant),54.77,10,Soda Springs,Idaho,42.687031,-111.5878,no,no,1989,5,5,1990,8,30,2000,9,20
Kerr-McGee Chemical Corp. (Soda Springs Plant),51.91,10,Soda Springs,Idaho,42.687219,-111.5736,no,no,1989,5,5,1989,10,4,2001,9,26
"Sealand Restoration, Inc.",29.36,2,Lisbon,New York,44.703611,-75.361531,no,no,1989,10,26,1990,8,30,2005,10,17
Industrial Waste Processing,51.13,9,Fresno,California,36.8425,-119.8094,no,no,1989,10,26,1990,8,30,1999,9,28
Union Pacific Railroad Co. Tie-Treating Plant,37.93,10,The Dalles,Oregon,45.5986,-121.1651,no,no,1989,10,26,1990,8,30,2004,9,23
Chemical Insecticide Corp.,37.93,2,Edison Township,New Jersey,40.5274,-74.368,no,no,1989,10,26,1990,8,30,2005,9,16
Dublin TCE Site,28.9,3,Dublin Borough,Pennsylvania,40.370892,-75.204897,no,no,1989,10,26,1990,8,30,0,0,0
Westlake Landfill,29.85,7,Bridgeton,Missouri,38.77,-90.445269,no,no,1989,10,26,1990,8,30,0,0,0
Ohio River Park,42.24,3,Neville Island,Pennsylvania,40.518611,-80.1525,no,no,1989,10,26,1990,8,30,1999,9,22
Better Brite Plating Chrome & Zinc Shops,48.91,5,DePere,Wisconsin,44.438061,-88.0755,no,no,1989,10,26,1990,8,30,2000,2,8
Pearl Harbor Naval Complex,70.82,9,Pearl Harbor,Hawaii,21.388889,-157.983333,yes,no,1991,7,29,1992,10,14,0,0,0
Ottawa Radiation Areas,50.0,5,Ottawa,Illinois,41.351667,-88.836111,no,no,1991,7,29,1992,10,14,0,0,0
National Electric Coil Co./Cooper Industries,50.0,4,Dayhoit,Kentucky,36.843889,-83.371389,no,no,1991,7,29,1992,10,14,1998,8,21
Cleburn Street Well,50.0,7,Grand Island,Nebraska,40.925139,-98.347778,no,yes,1991,7,29,1992,10,14,2004,9,14
Sherwood Medical Co.,50.0,7,Norfolk,Nebraska,41.993611,-97.421389,no,no,1991,7,29,1992,10,14,1999,9,24
New Hampshire Plating Co.,50.0,1,Merrimack,New Hampshire,42.855833,-71.488888,no,no,1991,7,29,1992,10,14,2006,9,28
Li Tungsten Corp.,50.0,2,Glen Cove,New York,40.860929,-73.640773,no,no,1991,7,29,1992,10,14,2008,9,25
Crossley Farm,29.66,3,Hereford Township,Pennsylvania,40.435417,-75.620611,no,no,1991,7,29,1992,10,14,0,0,0
"Rodale Manufacturing Co., Inc.",50.0,3,Emmaus Borough,Pennsylvania,40.531111,-75.493333,no,no,1991,7,29,1992,10,14,2003,9,29
West Kingston Town Dump/URI Disposal Area,50.0,1,South Kingstown,Rhode Island,41.496667,-71.535278,no,no,1991,7,29,1992,10,14,2009,9,29
Pantex Plant (USDOE),51.22,6,Pantex Village,Texas,35.321944,-101.563611,yes,no,1991,7,29,1994,5,31,2009,7,29
Moses Lake Wellfield Contamination,50.0,10,Moses Lake,Washington,47.204722,-119.315556,no,no,1991,7,29,1992,10,14,0,0,0
Blackburn and Union Privileges,50.0,1,Walpole,Massachusetts,42.138749,-71.251667,no,no,1992,2,7,1994,5,31,2020,4,20
"Crater Resources, Inc./Keystone Coke Co./Alan Wood Steel Co.",50.0,3,Upper Merion Township,Pennsylvania,40.081667,-75.3425,no,no,1992,2,7,1992,10,14,0,0,0
Foote Mineral Co.,50.0,3,East Whiteland Township,Pennsylvania,40.04,-75.585278,no,no,1992,2,7,1992,10,14,2010,10,28
Naval Weapons Station - Yorktown,50.0,3,Yorktown,Virginia,37.245833,-76.588889,yes,no,1992,2,7,1992,10,14,0,0,0
Naval Surface Warfare - Dahlgren,50.03,3,Dahlgren,Virginia,38.326667,-77.026944,yes,no,1992,2,7,1992,10,14,0,0,0
Stauffer Chemical Co. (Tarpon Springs),50.0,4,Tarpon Springs,Florida,28.166666,-82.775694,no,no,1992,2,7,1994,5,31,0,0,0
"Koppers Co., Inc. (Charleston Plant)",50.0,4,Charleston,South Carolina,32.822083,-79.958333,no,no,1992,2,7,1994,12,16,2003,9,25
Memphis Defense Depot (DLA),58.06,4,Memphis,Tennessee,35.093333,-90.003333,yes,no,1992,2,7,1992,10,14,2010,5,10
General Electric Co/Shepherd Farm,70.71,4,East Flat Rock,North Carolina,35.272222,-82.411111,no,yes,1992,2,7,1994,12,16,2000,9,28
Helena Chemical Co. (Tampa Plant),30.19,4,Tampa,Florida,27.963931,-82.374813,no,no,1992,2,7,1992,10,14,0,0,0
Refuse Hideaway Landfill,34.67,5,Middleton,Wisconsin,43.086111,-89.584722,no,no,1992,2,7,1992,10,14,1998,9,30
57th and North Broadway Streets Site,50.0,7,Wichita Heights,Kansas,37.775,-97.316667,no,no,1992,2,7,1992,10,14,2002,9,10
Big River Mine Tailings/St. Joe Minerals Corp.,84.91,7,Desloge,Missouri,37.886389,-90.55,no,no,1992,2,7,1992,10,14,0,0,0
McCormick & Baxter Creosoting Co.,74.86,9,Stockton,California,37.947851,-121.306635,no,no,1992,2,7,1992,10,14,0,0,0
Andersen Air Force Base,50.0,9,Yigo,Guam,13.572916,144.897361,yes,no,1992,2,7,1992,10,14,0,0,0
Jet Propulsion Laboratory (NASA),50.0,9,Pasadena,California,34.201185,-118.167434,yes,no,1992,2,7,1992,10,14,0,0,0
Concord Naval Weapons Station,50.0,9,Concord,California,38.049444,-122.0,yes,no,1992,2,7,1994,12,16,0,0,0
Northwest Pipe & Casing/Hall Process Co,51.09,10,Clackamas,Oregon,45.416333,-122.563889,no,no,1992,2,7,1992,10,14,2004,6,4
"Popile, Inc.",50.03,6,El Dorado,Arkansas,33.1825,-92.673333,no,no,1992,2,7,1992,10,14,2001,9,28
"American Creosote Works, Inc. (Winnfield Plant)",50.7,6,Winnfield,Louisiana,31.918611,-92.634722,no,no,1992,2,7,1992,10,14,1999,6,4
Tutu Wellfield,50.0,2,Tutu,Virgin Islands,18.341667,-64.885,no,no,1992,2,7,1995,9,29,2004,3,29
"Spectron, Inc.",51.42,3,Elkton,Maryland,39.691249,-75.877778,no,no,1992,10,14,1994,5,31,0,0,0
Baytown Township Ground Water Plume,35.62,5,Baytown Township,Minnesota,45.0,-92.833333,no,no,1992,10,14,1994,12,16,0,0,0
AT&SF (Albuquerque),50.0,6,Albuquerque,New Mexico,35.033333,-106.655278,no,yes,1992,10,14,1994,12,16,2011,2,10
